experiment	submitFileName	 file licensePlate	distinguishing character	ENCSR
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordSitesRep1.bed.bigBed	ENCFF000MBE	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordSitesRep2.bed.bigBed	ENCFF000MBG	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordRawDataRep2.fastq.gz	ENCFF000MBM	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293YalegrowprotSitesRep1.bed9.bigBed	ENCFF000MBN	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293YalegrowprotSitesRep2.bed9.bigBed	ENCFF000MBO	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordRawDataRep1.fastq.gz	ENCFF000MBV	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordSitesRep1.bed.gz	ENCFF001TMQ	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293StanfordSitesRep2.bed.gz	ENCFF001TMR	Stanford	ENCSR794HFF
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwSitesRep1.bed.bigBed	ENCFF000MBI	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwSitesRep2.bed.bigBed	ENCFF000MBJ	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwstamgrowprotSitesRep1.bed9.bigBed	ENCFF000MBK	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MBL	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwRawDataRep1.fastq.gz	ENCFF000MBP	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwRawDataRep2.fastq.gz	ENCFF000MBR	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwSitesRep1.bed.gz	ENCFF001TMS	UW	ENCSR087IEW
wgEncodeEH001343	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHek293UwSitesRep2.bed.gz	ENCFF001TMT	UW	ENCSR087IEW
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep1.bed.bigBed	ENCFF000MCB	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep2.bed.bigBed	ENCFF000MCC	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeRawDataRep1.fastq.gz	ENCFF000MCF	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2OpenchromgrowprotSitesRep1.bed9.bigBed	ENCFF000MCJ	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2OpenchromgrowprotSitesRep2.bed9.bigBed	ENCFF000MCK	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeRawDataRep2.fastq.gz	ENCFF000MCN	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep1.bed.gz	ENCFF001TMY	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2DukeSitesRep2.bed.gz	ENCFF001TMZ	Duke	ENCSR592WWM
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep1.bed.bigBed	ENCFF000MCE	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep2.bed.bigBed	ENCFF000MCG	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HudsonalphagrowprotSitesRep1.bed9.bigBed	ENCFF000MCH	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HudsonalphagrowprotSitesRep2.bed9.bigBed	ENCFF000MCI	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibRawDataRep2.fastq.gz	ENCFF000MCL	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibRawDataRep1.fastq.gz	ENCFF000MCR	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep1.bed.gz	ENCFF001TNA	HAIB	ENCSR530RCY
wgEncodeEH001349	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsHepg2HaibSitesRep2.bed.gz	ENCFF001TNB	HAIB	ENCSR530RCY
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep1.bed.bigBed	ENCFF000MHP	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep2.bed.bigBed	ENCFF000MHQ	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7OpenchromgrowprotSitesRep1.bed9.bigBed	ENCFF000MHR	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7OpenchromgrowprotSitesRep2.bed9.bigBed	ENCFF000MHS	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeRawDataRep2.fastq.gz	ENCFF000MHT	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeRawDataRep1.fastq.gz	ENCFF000MHU	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep1.bed.gz	ENCFF001TOZ	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7DukeSitesRep2.bed.gz	ENCFF001TPA	Duke	ENCSR939RXT
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep1.bed.bigBed	ENCFF000MHZ	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep2.bed.bigBed	ENCFF000MIB	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordRawDataRep1.fastq.gz	ENCFF000MIC	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7YalegrowprotSitesRep1.bed9.bigBed	ENCFF000MIH	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7YalegrowprotSitesRep2.bed9.bigBed	ENCFF000MII	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordRawDataRep2.fastq.gz	ENCFF000MIJ	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep1.bed.gz	ENCFF001TPB	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7StanfordSitesRep2.bed.gz	ENCFF001TPC	Stanford	ENCSR943EFS
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep1.bed.bigBed	ENCFF000MID	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep2.bed.bigBed	ENCFF000MIE	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwstamgrowprotSitesRep1.bed9.bigBed	ENCFF000MIF	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MIG	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwRawDataRep1.fastq.gz	ENCFF000MIL	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwRawDataRep2.fastq.gz	ENCFF000MIM	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep1.bed.gz	ENCFF001TPD	UW	ENCSR605IIO
wgEncodeEH001350	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsMcf7UwSitesRep2.bed.gz	ENCFF001TPE	UW	ENCSR605IIO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep1.bed.bigBed	ENCFF000MJX	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2.bed.bigBed	ENCFF000MJY	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordRawDataRep1.fastq.gz	ENCFF000MKA	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordRawDataRep2.fastq.gz	ENCFF000MKD	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep1.bed9.bigBed	ENCFF000MKG	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1YalegrowprotSitesRep2.bed9.bigBed	ENCFF000MKI	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep1.bed.gz	ENCFF001TPU	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2.bed.gz	ENCFF001TPV	Stanford	ENCSR304PMI
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwRawDataRep1.fastq.gz	ENCFF000MJZ	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MKE	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep2.bed.bigBed	ENCFF000MKF	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep1.bed.bigBed	ENCFF000MKH	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwRawDataRep2.fastq.gz	ENCFF000MKN	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep1.bed.gz	ENCFF001TPW	UW	ENCSR080YRO
wgEncodeEH001353	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNt2d1UwSitesRep2.bed.gz	ENCFF001TPX	UW	ENCSR080YRO
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep1.bed.bigBed	ENCFF000MJB	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep2.bed.bigBed	ENCFF000MJC	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeRawDataRep1.fastq.gz	ENCFF000MJE	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeRawDataRep2.fastq.gz	ENCFF000MJO	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep1.bed.gz	ENCFF001TPM	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaDukeSitesRep2.bed.gz	ENCFF001TPN	Duke	ENCSR530QCN
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep1.bed.bigBed	ENCFF000MJG	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep2.bed.bigBed	ENCFF000MJH	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwstamgrowprotSitesRep1.bed9.bigBed	ENCFF000MJI	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwstamgrowprotSitesRep2.bed9.bigBed	ENCFF000MJJ	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwRawDataRep1.fastq.gz	ENCFF000MJK	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwRawDataRep2.fastq.gz	ENCFF000MJQ	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep1.bed.gz	ENCFF001TPO	UW	ENCSR472ORV
wgEncodeEH001380	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsNhaUwSitesRep2.bed.gz	ENCFF001TPP	UW	ENCSR472ORV
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep1.bed.bigBed	ENCFF000MGM	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep2.bed.bigBed	ENCFF000MGN	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeRawDataRep1.fastq.gz	ENCFF000MGO	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeRawDataRep2.fastq.gz	ENCFF000MGS	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep1.bed.gz	ENCFF001TOP	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapDukeSitesRep2.bed.gz	ENCFF001TOQ	Duke	ENCSR859PDD
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep1.bed.bigBed	ENCFF000MGP	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep2.bed.bigBed	ENCFF000MGQ	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwRawDataRep1.fastq.gz	ENCFF000MGR	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwRawDataRep2.fastq.gz	ENCFF000MGT	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep1.bed.gz	ENCFF001TOR	UW	ENCSR439FXM
wgEncodeEH001406	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsLncapUwSitesRep2.bed.gz	ENCFF001TOS	UW	ENCSR439FXM
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep1.bed.bigBed	ENCFF000MKU	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep2.bed.bigBed	ENCFF000MKV	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibRawDataRep1.fastq.gz	ENCFF000MKX	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibRawDataRep2.fastq.gz	ENCFF000MKZ	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep1.bed.gz	ENCFF001TQC	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1HaibSitesRep2.bed.gz	ENCFF001TQD	HAIB	ENCSR925EIW
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep1.bed.bigBed	ENCFF000MKY	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep2.bed.bigBed	ENCFF000MLA	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwRawDataRep1.fastq.gz	ENCFF000MLB	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwRawDataRep2.fastq.gz	ENCFF000MLC	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep1.bed.gz	ENCFF001TQE	UW	ENCSR746DQH
wgEncodeEH001408	hg19/wgEncodeHaibMethylRrbs/wgEncodeHaibMethylRrbsPanc1UwSitesRep2.bed.gz	ENCFF001TQF	UW	ENCSR746DQH
wgEncodeEH002214	hg19/wgEncodeHaibMethyl450/wgEncodeHaibMethyl450Hct116HaibSitesRep1.bigBed	ENCFF000LRH	HAIB	ENCSR000ACU
wgEncodeEH002214	hg19/wgEncodeHaibMethyl450/wgEncodeHaibMethyl450Hct116StanfordSitesRep1.bigBed	ENCFF000LRI	Stanford	ENCSR000ADF
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bAlnRep1.bam	ENCFF001GIA	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bAlnRep2.bam	ENCFF001GIB	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bPctSignalRep1.bigWig	ENCFF001GIC	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bPctSignalRep2.bigWig	ENCFF001GID	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bRawDataRep1.fastq.gz	ENCFF001GIR	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG1bRawDataRep2.fastq.gz	ENCFF001GIS	G1b	ENCSR000CXO
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2AlnRep1.bam	ENCFF001GIH	G2	ENCSR895MIM
wgEncodeEH002236	hg19/wgEncodeUwRepliSeq/wgEncodeUwRepliSeqBjG2AlnRep2.bam	ENCFF001GIJ	G2	ENCSR895MIM
